@ 7200 IN SOA virgo hostmaster 1430540898 10800 1800 1814400 7200
@ 7200 IN MX 12801 ax.virusfree.cz.
7200 IN MX 12817 bx.virusfree.cz.
pf 7200 IN MX 12801 ax.virusfree.cz.
7200 IN MX 12817 bx.virusfree.cz.
7200 IN MX 12833 cx.spamfree.cz.
7200 IN MX 12849 dx.spamfree.cz.
pg 7200 IN A 160.217.5.3
nj225zsfbr 7200 IN A 160.217.8.186
eduroam-160-217-136-169.eduroam 7200 IN A 160.217.136.169
oAP1-zf-knih-1NP.wx 7200 IN A 160.217.93.140
eduroam-160-217-136-64.eduroam 7200 IN A 160.217.136.64
ATelUstredna.rek 7200 IN A 160.217.155.113
pw 7200 IN CNAME zms02
VPN-160-217-129-90.vpn 7200 IN A 160.217.129.90
k5-324-fnukaz00.k5 7200 IN A 160.217.229.52
eduroam-160-217-137-203.eduroam 7200 IN A 160.217.137.203
rt 7200 IN A 160.217.5.5
wireless-client-160-217-147-11.wa2 7200 IN A 160.217.147.11
tf 7200 IN MX 12801 ax.virusfree.cz.
7200 IN MX 12817 bx.virusfree.cz.
7200 IN MX 12833 cx.spamfree.cz.
7200 IN MX 12849 dx.spamfree.cz.
VPN-160-217-131-139.vpn 7200 IN A 160.217.131.139
apps.zf 7200 IN CNAME ara.zf
wireless-client-160-217-150-54.wa2 7200 IN A 160.217.150.54
dhcp-pool-160-217-121-225.pf 7200 IN A 160.217.121.225
k3-319-hackad00.k3 7200 IN A 160.217.222.149
eduroam-160-217-136-236.eduroam 7200 IN A 160.217.136.236
bergerj.prf 7200 IN A 160.217.2.9
KolejK5-160-217-231-171.k5 7200 IN A 160.217.231.171
tv4-budova-A.frov 7200 IN MX 10 tv4-budova-A.frov
tv4-budova-A.frov 7200 IN A 160.217.190.193
KolejK5-160-217-231-75.k5 7200 IN A 160.217.231.75
k620a5.ef 7200 IN A 160.217.172.195
wireless-client-160-217-148-123.wa2 7200 IN A 160.217.148.123
vacha.frov 7200 IN A 160.217.202.23
biblist.tf 7200 IN A 160.217.193.146
k5-515-tlustk00.k5 7200 IN A 160.217.228.71
brother4150cdn.pf 7200 IN A 160.217.96.226
SRV84-01.cam 7200 IN A 160.217.84.1
VPN-160-217-131-189.vpn 7200 IN A 160.217.131.189
live.bobik 7200 IN CNAME pc41.bobik
k1-722-fojtma00.k1 7200 IN A 160.217.217.66
zf 7200 IN MX 12801 ax.virusfree.cz.
7200 IN MX 12817 bx.virusfree.cz.
7200 IN MX 12833 cx.spamfree.cz.
7200 IN MX 12849 dx.spamfree.cz.
wireless-client-160-217-148-173.wa2 7200 IN A 160.217.148.173
tv2-budova-A.frov 7200 IN MX 10 tv2-budova-A.frov
tv2-budova-A.frov 7200 IN A 160.217.190.191
szp32.szp 7200 IN A 160.217.128.32
nugget.kam 7200 IN A 160.217.220.4
radio02.zf 7200 IN A 160.217.163.31
eduroam-160-217-136-5.eduroam 7200 IN A 160.217.136.5
archive 7200 IN A 160.217.6.105
FROVZF-zasedacky-160-217-170-128.frovzf 7200 IN A 160.217.170.128
wireless-client-160-217-149-71.wa2 7200 IN A 160.217.149.71
didfyz.pf 7200 IN A 160.217.96.44
eduroam-160-217-137-71.eduroam 7200 IN A 160.217.137.71
tv1-budova-A.frov 7200 IN MX 10 tv1-budova-A.frov
tv1-budova-A.frov 7200 IN A 160.217.190.190
dhcp-pool-160-217-121-226.pf 7200 IN A 160.217.121.226
A1031Marek.ff 7200 IN A 160.217.126.111
KolejK5-160-217-231-172.k5 7200 IN A 160.217.231.172
FROVZF-zasedacky-160-217-170-49.frovzf 7200 IN A 160.217.170.49
KolejK5-160-217-231-76.k5 7200 IN A 160.217.231.76
k620a6.ef 7200 IN A 160.217.172.196
KAM-cam15.cam 7200 IN A 160.217.94.215
smartq1.pf 7200 IN A 160.217.96.243
k2-817-pislst00.k2 7200 IN A 160.217.218.152
k5-203-vavroe06.k5 7200 IN A 160.217.228.171
j242a.pf 7200 IN A 160.217.96.252
k3-512-sprinp00.k3 7200 IN A 160.217.223.77
A0043TiskKMBizhub210.ff 7200 IN A 160.217.126.17
k052520j36.zf 7200 IN A 160.217.166.91
k5-319-nes.k5 7200 IN A 160.217.228.192
A240Medova.ff 7200 IN A 160.217.126.79
wireless-client-160-217-150-178.wa2 7200 IN A 160.217.150.178
wireless-client-160-217-147-229.wa2 7200 IN A 160.217.147.229
A446Spirkova.rek 7200 IN A 160.217.155.117
fprslb3571-idrac.prf 7200 IN A 160.217.205.198
mraz.frov 7200 IN MX 10 mraz.frov
mraz.frov 7200 IN A 160.217.202.171
k2-219-lukasm00.k2 7200 IN A 160.217.218.138
prfcs0012.prf 7200 IN A 160.217.211.102
wireless-client-160-217-146-22.wa2 7200 IN A 160.217.146.22
iptel-rezerva04.frov 7200 IN MX 10 iptel-rezerva04.frov
iptel-rezerva04.frov 7200 IN A 160.217.190.53
IPtel-Patocka.zsf 7200 IN A 160.217.199.165
ZSF-uVyst-160-217-200-186.zsf 7200 IN A 160.217.200.186
A346Spirkova.rek 7200 IN A 160.217.155.53
wireless-client-160-217-146-119.wa2 7200 IN A 160.217.146.119
wireless-client-160-217-150-87.wa2 7200 IN A 160.217.150.87
k4-902a-zvarom00.k4 7200 IN A 160.217.224.157
prfcb263c2.prf 7200 IN A 160.217.205.133
pc28.bobik 7200 IN A 160.217.152.78
ANB2Lysenko.rek 7200 IN A 160.217.155.33
HP525.wx 7200 IN A 160.217.83.251
dhcp-pool-160-217-121-227.pf 7200 IN A 160.217.121.227
wireless-client-160-217-150-117.wa2 7200 IN A 160.217.150.117
wireless-client-160-217-149-8.wa2 7200 IN A 160.217.149.8
swt1-f.ef 7200 IN A 160.217.164.15
KolejK5-160-217-231-173.k5 7200 IN A 160.217.231.173
wireless-client-160-217-146-72.wa2 7200 IN A 160.217.146.72
iptel-rezerva09.frov 7200 IN MX 10 iptel-rezerva09.frov
iptel-rezerva09.frov 7200 IN A 160.217.190.58
KolejK5-160-217-231-77.k5 7200 IN A 160.217.231.77
k620a7.ef 7200 IN A 160.217.172.197
imap.pf 7200 IN CNAME romeo.pf
iptel-rezerva08.frov 7200 IN MX 10 iptel-rezerva08.frov
iptel-rezerva08.frov 7200 IN A 160.217.190.57
wireless-client-160-217-146-169.wa2 7200 IN A 160.217.146.169
kouril-NTB.frov 7200 IN MX 10 kouril-NTB.frov
kouril-NTB.frov 7200 IN A 160.217.202.102
7200 IN A 160.217.202.108
safeqtisk-zr01.zf 7200 IN A 160.217.168.40
D214-04.pf 7200 IN A 160.217.121.55
wireless-client-160-217-150-90.wa2 7200 IN A 160.217.150.90
k4-909a-hainli00.k4 7200 IN A 160.217.224.167
k5-523-dvoram41.k5 7200 IN A 160.217.229.64
rek-cam07.cam 7200 IN A 160.217.94.27
eduroam-160-217-136-132.eduroam 7200 IN A 160.217.136.132
dicasor.kam 7200 IN A 160.217.220.246
wireless-client-160-217-146-229.wa2 7200 IN A 160.217.146.229
VPN-160-217-131-35.vpn 7200 IN A 160.217.131.35
pvl-emi.prf 7200 IN A 160.217.214.106
FROVZF-zasedacky-160-217-170-3.frovzf 7200 IN A 160.217.170.3
office365-sync 7200 IN A 160.217.6.85
wireless-client-160-217-133-148.wa1 7200 IN A 160.217.133.148
dhcp-pool-160-217-121-228.pf 7200 IN A 160.217.121.228
KolejK5-160-217-231-174.k5 7200 IN A 160.217.231.174
wireless-client-160-217-146-160.wa2 7200 IN A 160.217.146.160
KolejK5-160-217-231-78.k5 7200 IN A 160.217.231.78
k620a8.ef 7200 IN A 160.217.172.198
printer-canon-domecek.frov 7200 IN MX 10 printer-canon-domecek.frov
printer-canon-domecek.frov 7200 IN A 160.217.190.126
VPN-160-217-131-85.vpn 7200 IN A 160.217.131.85
A207.ef 7200 IN A 160.217.172.215
001708326900.pfduk.dhcp 7200 IN CNAME allow.pfduk.dhcp
VPN-160-217-129-55.vpn 7200 IN A 160.217.129.55
FROVZF-zasedacky-160-217-170-189.frovzf 7200 IN A 160.217.170.189
wireless-client-160-217-145-67.wa2 7200 IN A 160.217.145.67
wireless-client-160-217-133-198.wa1 7200 IN A 160.217.133.198
wireless-client-160-217-144-116.wa2 7200 IN A 160.217.144.116
k5-725-vascip00.k5 7200 IN A 160.217.228.235
k4-709b-kuball01.k4 7200 IN A 160.217.224.158
ZF-cam84-22.cam 7200 IN A 160.217.84.52
ntb-rampin.frov 7200 IN MX 10 ntb-rampin.frov
ntb-rampin.frov 7200 IN A 160.217.191.73
eduroam-160-217-136-95.eduroam 7200 IN A 160.217.136.95
k2-807-maresd02.k2 7200 IN A 160.217.218.8
eduroam-160-217-137-234.eduroam 7200 IN A 160.217.137.234
fprcb2611.prf 7200 IN A 160.217.205.43
vault-10gb.zsf 7200 IN A 160.217.178.45
resh143.ufb 7200 IN A 160.217.215.143
wireless-client-160-217-145-83.wa2 7200 IN A 160.217.145.83
ips-update 7200 IN A 160.217.1.101
cray2.ufb 7200 IN A 160.217.215.110
wireless-client-160-217-144-166.wa2 7200 IN A 160.217.144.166
wireless-client-160-217-146-95.wa2 7200 IN A 160.217.146.95
cisco-academy-160-217-211-232.prf 7200 IN A 160.217.211.232
k4-603b-vavroi01.k4 7200 IN A 160.217.224.57
cipis.frov 7200 IN A 160.217.203.254
dhcp-pool-160-217-121-229.pf 7200 IN A 160.217.121.229
wireless-client-160-217-151-183.wa2 7200 IN A 160.217.151.183
k051300o-reserve11.zf 7200 IN A 160.217.171.11
A0007Hrdlicka.ff 7200 IN A 160.217.126.122
KolejK5-160-217-231-175.k5 7200 IN A 160.217.231.175
KolejK5-160-217-231-80.k5 7200 IN A 160.217.231.80
k4-107b-vejvaa00.k4 7200 IN A 160.217.225.5
k620a9.ef 7200 IN A 160.217.172.199
fprcp020051.prf 7200 IN A 160.217.212.32
fprca30411.prf 7200 IN A 160.217.211.43
wireless-client-160-217-151-28.wa2 7200 IN A 160.217.151.28
wireless-client-160-217-144-226.wa2 7200 IN A 160.217.144.226
k4-607a-klimem01.k4 7200 IN A 160.217.224.114
arp-zsfvd-rezerved.zsf 7200 IN A 160.217.179.250
VPN-160-217-129-46.vpn 7200 IN A 160.217.129.46
0014c2dc2001.pfduk.dhcp 7200 IN CNAME allow.pfduk.dhcp
wireless-client-160-217-144-7.wa2 7200 IN A 160.217.144.7
k5-528-kahudr00.k5 7200 IN A 160.217.228.167
wireless-client-160-217-132-64.wa1 7200 IN A 160.217.132.64
fzs-2w7-21.zsf 7200 IN A 160.217.178.71
k3-219-vebrol00.k3 7200 IN A 160.217.222.36
sty152.ufb 7200 IN A 160.217.215.152
wireless-client-160-217-145-100.wa2 7200 IN A 160.217.145.100
wireless-client-160-217-151-78.wa2 7200 IN A 160.217.151.78
wireless-client-160-217-149-235.wa2 7200 IN A 160.217.149.235
k1-508-houskv02.k1 7200 IN A 160.217.216.186
ucebna15.lib 7200 IN A 160.217.156.33
VPN-160-217-129-96.vpn 7200 IN A 160.217.129.96
PrintServerEKO.zsf 7200 IN A 160.217.201.85
archive.zf 7200 IN CNAME srv-ef01
dhcp-pool-160-217-121-231.pf 7200 IN A 160.217.121.231
wireless-client-160-217-144-44.wa2 7200 IN A 160.217.144.44
KolejK5-160-217-231-176.k5 7200 IN A 160.217.231.176
AP1-zf-pavE-1NP.wx 7200 IN A 160.217.93.128
KolejK5-160-217-231-81.k5 7200 IN A 160.217.231.81
fzs-2w7-71.zsf 7200 IN A 160.217.178.121
FROVZF-zasedacky-160-217-170-199.frovzf 7200 IN A 160.217.170.199
VPN-160-217-129-138.vpn 7200 IN A 160.217.129.138
mis-test 7200 IN A 160.217.5.98
dektaj.pf 7200 IN A 160.217.96.151
wireless-client-160-217-144-94.wa2 7200 IN A 160.217.144.94
wireless-client-160-217-147-122.wa2 7200 IN A 160.217.147.122
wireless-client-160-217-149-124.wa2 7200 IN A 160.217.149.124
fprcb2644.prf 7200 IN A 160.217.205.192
Pap-g485-ZF-pavO.epc 7200 IN A 160.217.89.87
k160a19.ef 7200 IN A 160.217.172.159
t44frovA1 7200 IN A 160.217.8.81
wireless-client-160-217-150-110.wa2 7200 IN A 160.217.150.110
k4-901b-mastif00.k4 7200 IN A 160.217.224.231
wireless-client-160-217-145-116.wa2 7200 IN A 160.217.145.116
fzs-2253.zsf 7200 IN A 160.217.201.82
swt2-10g-dk.ef 7200 IN A 160.217.161.221
VPN-160-217-129-188.vpn 7200 IN A 160.217.129.188
0017083d9e33.pfduk.dhcp 7200 IN CNAME allow.pfduk.dhcp
switch8.wa2 7200 IN A 160.217.151.248
magicolor.kam 7200 IN A 160.217.220.241
wireless-client-160-217-146-220.wa2 7200 IN A 160.217.146.220
na0.zsf 7200 IN A 160.217.195.7
san2-eth1.zsf 7200 IN A 160.217.178.6
A4016Hanus.rek 7200 IN A 160.217.155.138
spoj-FrovD-smer-FrovA.frov 7200 IN A 160.217.9.130
newserver.tf 7200 IN A 160.217.192.24
dhcp-pool-160-217-121-232.pf 7200 IN A 160.217.121.232
wireless-client-160-217-149-39.wa2 7200 IN A 160.217.149.39
k2-405-zezulm02.k2 7200 IN A 160.217.219.91
k5-510-jurkaj00.k5 7200 IN A 160.217.228.241
pc34.bobik 7200 IN A 160.217.152.84
KolejK5-160-217-231-177.k5 7200 IN A 160.217.231.177
fzs-3112NB.zsf 7200 IN A 160.217.199.102
7200 IN A 160.217.201.12
KolejK5-160-217-231-82.k5 7200 IN A 160.217.231.82
fprczs2042.prf 7200 IN A 160.217.214.7
7200 IN A 160.217.214.72
REK-A3049Chalupsky.rek 7200 IN A 160.217.155.36
FROV-cam09.cam 7200 IN A 160.217.94.19
eduroam-160-217-137-129.eduroam 7200 IN A 160.217.137.129
wireless-client-160-217-133-122.wa1 7200 IN A 160.217.133.122
wireless-client-160-217-147-232.wa2 7200 IN A 160.217.147.232
na0-management.zsf 7200 IN A 160.217.195.5
k5-317-raichd00.k5 7200 IN A 160.217.228.81
www-new2.ef 7200 IN CNAME plone-vm4
vv1-01.lib 7200 IN A 160.217.156.122
eduroam-160-217-136-163.eduroam 7200 IN A 160.217.136.163
bryoweb.prf 7200 IN CNAME jerrymouse.prf
syn-gw 7200 IN A 160.217.8.243
k2-709-faltom00.k2 7200 IN A 160.217.218.13
pc30.bobik 7200 IN A 160.217.152.80
k051100a09.zf 7200 IN A 160.217.168.79
wireless-client-160-217-132-1.wa1 7200 IN A 160.217.132.1
k3-703-krizom03.k3 7200 IN A 160.217.222.8
studijni02.zf 7200 IN A 160.217.162.52
k4-909a-pflegl01.k4 7200 IN A 160.217.224.247
t44frovC1 7200 IN A 160.217.8.71
VPN-160-217-129-148.vpn 7200 IN A 160.217.129.148
c80aa9c51800.pfduk.dhcp 7200 IN CNAME allow.pfduk.dhcp
dhcp-pool-160-217-121-233.pf 7200 IN A 160.217.121.233
prfcb1801.prf 7200 IN A 160.217.205.149
k4-705b-valenp05.k4 7200 IN A 160.217.224.79
arpwatch.epc 7200 IN A 160.217.89.250
KolejK5-160-217-231-178.k5 7200 IN A 160.217.231.178
wireless-client-160-217-145-118.wa2 7200 IN A 160.217.145.118
KolejK5-160-217-231-83.k5 7200 IN A 160.217.231.83
KNI-cam03.cam 7200 IN A 160.217.94.173
printer2.bobik 7200 IN A 160.217.152.6
xerox3320.pf 7200 IN A 160.217.123.86
wireless-client-160-217-133-171.wa1 7200 IN A 160.217.133.171
wireless-client-160-217-133-183.wa1 7200 IN A 160.217.133.183
wireless-client-160-217-150-127.wa2 7200 IN A 160.217.150.127
k059400j06.zf 7200 IN A 160.217.166.46
fprczs2061.prf 7200 IN A 160.217.214.41
k051800b3p27.zf 7200 IN A 160.217.162.172
oAP1-zsf-dest-1NP.wx 7200 IN A 160.217.93.160
SafeQKMC224e.ffrek 7200 IN A 160.217.153.31
ntb-flajshans.frov 7200 IN MX 10 ntb-flajshans.frov
ntb-flajshans.frov 7200 IN A 160.217.191.60
fzs-s05.zsf 7200 IN A 160.217.178.205
k3-309-wildol00.k3 7200 IN A 160.217.222.82
wireless-client-160-217-145-168.wa2 7200 IN A 160.217.145.168
fprcu03002.prf 7200 IN A 160.217.211.52
t44frovD2 7200 IN A 160.217.8.76
k5-701-.k5 7200 IN A 160.217.228.32
wireless-client-160-217-148-51.wa2 7200 IN A 160.217.148.51
fprcb1531.prf 7200 IN A 160.217.205.8
k051300o02.zf 7200 IN A 160.217.171.3
A1044Stibral.ff 7200 IN A 160.217.126.169
note6530.lib 7200 IN A 160.217.156.203
eduroam-160-217-136-60.eduroam 7200 IN A 160.217.136.60
dhcp-pool-160-217-121-234.pf 7200 IN A 160.217.121.234
wireless-client-160-217-145-228.wa2 7200 IN A 160.217.145.228
hpnbaps 7200 IN A 160.217.1.30
dl350g5.pf 7200 IN A 160.217.96.4
KolejK5-160-217-231-179.k5 7200 IN A 160.217.231.179
KolejK5-160-217-231-84.k5 7200 IN A 160.217.231.84
vpn-gw.vpn 7200 IN A 160.217.130.254
fzs-1189.zsf 7200 IN A 160.217.200.20
k4-506a-dudovm05.k4 7200 IN A 160.217.224.123
fprczs2171.prf 7200 IN A 160.217.214.81
uhs.ff 7200 IN CNAME plone-vm3
wireless-client-160-217-133-35.wa1 7200 IN A 160.217.133.35
ntbook1.bf 7200 IN A 160.217.205.112
k5-115-kobzoa00.k5 7200 IN A 160.217.229.146
k1-917-kubelj00.k1 7200 IN A 160.217.216.140
k1-108-blechr00.k1 7200 IN A 160.217.216.199
wireless-client-160-217-151-237.wa2 7200 IN A 160.217.151.237
k1-421-piskan00.k1 7200 IN A 160.217.216.49
AP4-FrovH-2NP.wx 7200 IN A 160.217.92.84
KolejK3-160-217-223-230.k3 7200 IN A 160.217.223.230
wireless-client-160-217-132-197.wa1 7200 IN A 160.217.132.197
fzs-s19.zsf 7200 IN A 160.217.178.219
vypuj1.lib 7200 IN A 160.217.156.85
t48rek1 7200 IN A 160.217.8.131
A0051Nemcova.ff 7200 IN A 160.217.126.219
t48rek3 7200 IN A 160.217.8.133
t48rek4 7200 IN A 160.217.8.134
t48rek5 7200 IN A 160.217.8.120
lyncdiscover.ef 7200 IN CNAME webdir.online.lync.com.
cocade.ef 7200 IN CNAME web.ef
VPN-160-217-131-141.vpn 7200 IN A 160.217.131.141
0017a4dbb74f.pfduk.dhcp 7200 IN CNAME allow.pfduk.dhcp
dhcp-pool-160-217-121-235.pf 7200 IN A 160.217.121.235
wireless-client-160-217-149-131.wa2 7200 IN A 160.217.149.131
KolejK5-160-217-231-181.k5 7200 IN A 160.217.231.181
wireless-client-160-217-150-123.wa2 7200 IN A 160.217.150.123
dlink-3200.frov 7200 IN MX 10 dlink-3200.frov
dlink-3200.frov 7200 IN A 160.217.202.243
KolejK5-160-217-231-85.k5 7200 IN A 160.217.231.85
urban.pf 7200 IN A 160.217.96.144
wireless-client-160-217-145-1.wa2 7200 IN A 160.217.145.1
wireless-client-160-217-148-48.wa2 7200 IN A 160.217.148.48
ben139.ufb 7200 IN A 160.217.215.139
FROVZF-zasedacky-160-217-170-154.frovzf 7200 IN A 160.217.170.154
wireless-client-160-217-145-183.wa2 7200 IN A 160.217.145.183
A1039TiskPagePro1350.ff 7200 IN A 160.217.126.187
t48frovzf1 7200 IN A 160.217.8.32
wireless-client-160-217-147-62.wa2 7200 IN A 160.217.147.62
VPN-160-217-131-191.vpn 7200 IN A 160.217.131.191
wireless-client-160-217-145-23.wa2 7200 IN A 160.217.145.23
cluster-prf 7200 IN A 160.217.6.7
UPR-NBTravnickova.rek 7200 IN A 160.217.155.170
Display-AKBra.szoom 7200 IN A 160.217.9.161
fzs-1359.zsf 7200 IN A 160.217.199.29
A146Aurova.ff 7200 IN A 160.217.126.62
ntb-pospichal.frov 7200 IN MX 10 ntb-pospichal.frov
ntb-pospichal.frov 7200 IN A 160.217.191.78
A452CernickyNTB.rek 7200 IN A 160.217.155.68
7200 IN A 160.217.155.173
k1-422-hulovs00.k1 7200 IN A 160.217.216.57
k051100a20.zf 7200 IN A 160.217.168.90
wireless-client-160-217-150-151.wa2 7200 IN A 160.217.150.151
colorcopy.kam 7200 IN A 160.217.220.240
AP15-frovzf-3NP.wx 7200 IN A 160.217.92.75
2cd444a22068.pfduk.dhcp 7200 IN CNAME allow.pfduk.dhcp
PC-nem-Adamkova.zsf 7200 IN A 160.217.198.42
dhcp-pool-160-217-121-236.pf 7200 IN A 160.217.121.236
epc0.kam 7200 IN A 160.217.220.220
fzs-1420.zsf 7200 IN A 160.217.199.46
KRA-reserve34.zf 7200 IN A 160.217.166.34
KolejK5-160-217-231-182.k5 7200 IN A 160.217.231.182
eduroam-160-217-136-32.eduroam 7200 IN A 160.217.136.32
wireless-client-160-217-148-234.wa2 7200 IN A 160.217.148.234
KolejK5-160-217-231-86.k5 7200 IN A 160.217.231.86
pc40.bobik 7200 IN A 160.217.152.90
KAM-cam16.cam 7200 IN A 160.217.94.216
10g-switch2.zf 7200 IN A 160.217.169.252
thsbp-elektro-dilna.bf 7200 IN A 160.217.205.207
kirke.pf 7200 IN A 160.217.96.167
k3-210-perine01.k3 7200 IN A 160.217.223.32
zsf-nem-gw.zsf 7200 IN A 160.217.198.254
k2-702-cizkoa03.k2 7200 IN A 160.217.218.117
cluster.prf 7200 IN CNAME cluster-prf
IPMI1.ef 7200 IN A 160.217.161.188
fprcb1861.prf 7200 IN A 160.217.205.170
dhcp-pool-160-217-128-241.szp 7200 IN A 160.217.128.241
jinackova.lib 7200 IN A 160.217.156.110
k4-101a-klofap00.k4 7200 IN A 160.217.225.74
k110a10.ef 7200 IN A 160.217.172.50
zms 7200 IN A 160.217.6.80
wireless-client-160-217-146-23.wa2 7200 IN A 160.217.146.23
uai2.prf 7200 IN CNAME jerrymouse.prf
fprcs2051.prf 7200 IN A 160.217.2.50
k5-610-havlil10.k5 7200 IN A 160.217.229.122
k4-801a-sutovl00.k4 7200 IN A 160.217.224.130
wireless-client-160-217-146-121.wa2 7200 IN A 160.217.146.121
wireless-client-160-217-150-134.wa2 7200 IN A 160.217.150.134
prfcb263c3.prf 7200 IN A 160.217.205.37
dhcp-pool-160-217-121-237.pf 7200 IN A 160.217.121.237
kch51.zf 7200 IN A 160.217.171.51
wireless-client-160-217-149-9.wa2 7200 IN A 160.217.149.9
thecus5200.ef 7200 IN A 160.217.172.10
KolejK5-160-217-231-183.k5 7200 IN A 160.217.231.183
kadlecova.pf 7200 IN A 160.217.120.154
fprcs2111.prf 7200 IN A 160.217.2.52
0016366bf53f.pfduk.dhcp 7200 IN CNAME allow.pfduk.dhcp
minolta02-safeq.tf 7200 IN A 160.217.192.54
printer-KM222e-mlyn.frov 7200 IN MX 10 printer-KM222e-mlyn.frov
printer-KM222e-mlyn.frov 7200 IN A 160.217.190.127
kje.ef 7200 IN CNAME plone-vm4
wireless-client-160-217-146-171.wa2 7200 IN A 160.217.146.171
k3-901-pechob01.k3 7200 IN A 160.217.222.51
printer-brother2250-C.frov 7200 IN MX 10 printer-brother2250-C.frov
printer-brother2250-C.frov 7200 IN A 160.217.190.112
eduroam-160-217-137-38.eduroam 7200 IN A 160.217.137.38
fzs-1579.zsf 7200 IN A 160.217.199.74
IPMI2.ef 7200 IN A 160.217.161.173
KolejK5-160-217-231-160.k5 7200 IN A 160.217.231.160
AP14-frovzf-3NP.wx 7200 IN A 160.217.92.74
wireless-client-160-217-133-100.wa1 7200 IN A 160.217.133.100
k110a11.ef 7200 IN A 160.217.172.51
zsfnew 7200 IN CNAME zsfwww
rek-cam08.cam 7200 IN A 160.217.94.28
pc0219.zf 7200 IN A 160.217.161.89
AP4-zsf-nem-3NP.wx 7200 IN A 160.217.93.213
hrit230.ufb 7200 IN A 160.217.215.230
pozareknotebook.pf 7200 IN A 160.217.123.73
FROVZF-zasedacky-160-217-170-225.frovzf 7200 IN A 160.217.170.225
vc 7200 IN A 160.217.7.99
oAP8-zf-dek-1NP.wx 7200 IN A 160.217.93.62
vm-srv1 7200 IN A 160.217.7.78
k5-501-necidj00.k5 7200 IN A 160.217.229.56
wireless-client-160-217-144-140.wa2 7200 IN A 160.217.144.140
sty18.ufb 7200 IN A 160.217.215.18
wireless-client-160-217-133-149.wa1 7200 IN A 160.217.133.149
AP4-zf-dek-2NP.wx 7200 IN A 160.217.91.213
dhcp-pool-160-217-121-238.pf 7200 IN A 160.217.121.238
wireless-client-160-217-151-192.wa2 7200 IN A 160.217.151.192
KolejK5-160-217-231-184.k5 7200 IN A 160.217.231.184
k5-107-horkyj00.k5 7200 IN A 160.217.228.5
KolejK5-160-217-231-88.k5 7200 IN A 160.217.231.88
k1-717-obrdlz00.k1 7200 IN A 160.217.216.231
mysql.ef 7200 IN CNAME web.ef
permon.prf 7200 IN A 160.217.2.12
FROVZF-zasedacky-160-217-170-33.frovzf 7200 IN A 160.217.170.33
wireless-client-160-217-145-73.wa2 7200 IN A 160.217.145.73
VPN-160-217-131-86.vpn 7200 IN A 160.217.131.86
AP3-zf-dek-2NP.wx 7200 IN A 160.217.91.212
ects2 7200 IN CNAME wstag2
petrhartvich.frov 7200 IN MX 10 petrhartvich.frov
petrhartvich.frov 7200 IN A 160.217.202.31
fzs-1690.zsf 7200 IN A 160.217.199.52
wireless-client-160-217-145-34.wa2 7200 IN A 160.217.145.34
k052520j48.zf 7200 IN A 160.217.166.103
wireless-client-160-217-133-199.wa1 7200 IN A 160.217.133.199
wireless-client-160-217-144-117.wa2 7200 IN A 160.217.144.117
dhclient06-ucpf.pf 7200 IN A 160.217.98.252
eduroam-160-217-137-8.eduroam 7200 IN A 160.217.137.8
k110a12.ef 7200 IN A 160.217.172.52
wireless-client-160-217-132-160.wa1 7200 IN A 160.217.132.160
k4-905a-sonkoe00.k4 7200 IN A 160.217.224.12
wireless-client-160-217-132-145.wa1 7200 IN A 160.217.132.145
wireless-client-160-217-149-137.wa2 7200 IN A 160.217.149.137
k051300o69.zf 7200 IN A 160.217.171.69
brez20.ufb 7200 IN A 160.217.215.20
wireless-client-160-217-145-84.wa2 7200 IN A 160.217.145.84
wireless-client-160-217-149-115.wa2 7200 IN A 160.217.149.115
AP1-zf-dek-2NP.wx 7200 IN A 160.217.91.210
k2-810-rosola00.k2 7200 IN A 160.217.219.25
wireless-client-160-217-144-167.wa2 7200 IN A 160.217.144.167
IPtel-Hajkova.zsf 7200 IN A 160.217.195.35
cisco-academy-160-217-211-233.prf 7200 IN A 160.217.211.233
A0041Hosnedlova.ff 7200 IN A 160.217.126.144
fzs-1157.zsf 7200 IN A 160.217.200.52
fzs-3047.zsf 7200 IN A 160.217.196.95
dhcp-pool-160-217-121-239.pf 7200 IN A 160.217.121.239
eduroam-160-217-136-100.eduroam 7200 IN A 160.217.136.100
agroekologie.zf 7200 IN CNAME sites.zf
KolejK5-160-217-231-185.k5 7200 IN A 160.217.231.185
arpwatchJ.wx 7200 IN A 160.217.92.250
wireless-client-160-217-145-89.wa2 7200 IN A 160.217.145.89
KolejK5-160-217-231-90.k5 7200 IN A 160.217.231.90
prftomcat.prf 7200 IN CNAME tomcat.prf
safeqterminal-zr02.zf 7200 IN A 160.217.168.41
fzs-1809.zsf 7200 IN A 160.217.200.41
fprca30412.prf 7200 IN A 160.217.211.44
arpwatch.lib 7200 IN A 160.217.156.250
fzs-2503T.zsf 7200 IN A 160.217.199.207
wireless-client-160-217-144-1.wa2 7200 IN A 160.217.144.1
wireless-client-160-217-144-227.wa2 7200 IN A 160.217.144.227
vician-r.pf 7200 IN A 160.217.96.34
k052520j49.zf 7200 IN A 160.217.166.104
ZSF-uVyst-160-217-200-199.zsf 7200 IN A 160.217.200.199
k1-813-dosouj00.k1 7200 IN A 160.217.216.134
VPN-160-217-129-47.vpn 7200 IN A 160.217.129.47
Ucebna-R1.frov 7200 IN MX 10 Ucebna-R1.frov
Ucebna-R1.frov 7200 IN A 160.217.202.109
